id,type,category,source,title,text,ans1,ans2,ans3,Answerstext,Question,Star
10101,穴埋め,一般原則,企業会計原則（真実性の原則）,真実性の原則,企業会計は、企業の[1]及び[2]に関して、[3]を提供するものでなければならない。,財政状態,経営成績,真実な報告,企業会計は、企業の財政状態及び経営成績に関して、真実な報告を提供するものでなければならない。,真実性の原則はどのようなことを要請しているか？,5
10102,穴埋め,一般原則,企業会計原則（正規の簿記の原則）,正規の簿記の原則,企業会計は、すべての取引につき、正規の簿記の原則に従って、[1]な[2]を作成しなければならない。,正確,会計帳簿,,企業会計は、すべての取引につき、正規の簿記の原則に従って、正確な会計帳簿を作成しなければならない。,正規の簿記の原則はどのようなことを要請しているか？,5
10103,穴埋め,一般原則,企業会計原則（資本利益区別の原則）,資本取引・損益取引区別の原則,資本取引と損益取引とを[1]に区別し、特に[2]と[3]とを混同してはならない。,明瞭,資本剰余金,利益剰余金,資本取引と損益取引とを明瞭に区別し、特に資本剰余金と利益剰余金とを混同してはならない。,資本取引・損益取引区別の原則とは何か？,5
10104,穴埋め,一般原則,企業会計原則（明瞭性の原則）,明瞭性の原則,企業会計は、[1]によって、[2]に対し必要な会計事実を[3]し、企業の状況に関する判断を誤らせないようにしなければならない。,財務諸表,利害関係者,明瞭に表示,企業会計は、財務諸表によって、利害関係者に対し必要な会計事実を明瞭に表示し、企業の状況に関する判断を誤らせないようにしなければならない。,明瞭性の原則はどのようなことを要請しているか？,4
10105,穴埋め,一般原則,企業会計原則（継続性の原則）,継続性の原則の必要性,企業が選択した会計処理の原則及び手続を[1]して適用しないときは、同一の会計事実について異なる利益額が算出されることになり、財務諸表の[2]を困難ならしめ、この結果、企業の財務内容に関する[3]の判断を誤らせることになるからである。,毎期継続,期間比較,利害関係者,企業が選択した会計処理の原則及び手続を毎期継続して適用しないときは、同一の会計事実について異なる利益額が算出されることになり、財務諸表の期間比較を困難ならしめ、この結果、企業の財務内容に関する利害関係者の判断を誤らせることになるからである。,継続性の原則の必要性は何か？,5
10106,穴埋め,一般原則,企業会計原則（継続性の原則）,継続性の原則,企業会計は、その処理の原則及び[1]を[2]して[3]し、みだりにこれを変更してはならない。,手続,毎期継続,適用,企業会計は、その処理の原則及び手続を毎期継続して適用し、みだりにこれを変更してはならない。,継続性の原則はどのようなことを要請しているか？,5
10107,穴埋め,一般原則,企業会計原則（保守主義の原則）,保守主義の原則,企業の[1]に不利な影響を及ぼす[2]がある場合には、これに備えて適当に健全な[3]をしなければならない。,財政,可能性,会計処理,企業の財政に不利な影響を及ぼす可能性がある場合には、これに備えて適当に健全な会計処理をしなければならない。,保守主義の原則はどのようなことを要請しているか？,4
10108,穴埋め,一般原則,企業会計原則（単一性の原則）,単一性の原則,[1]のため、信用目的のため、租税目的のため等種々の目的のために異なる形式の[2]を作成する必要がある場合、それらの内容は、信頼しうる[3]に基づいて作成されたものであって、政策の考慮のために事実の真実な表示をゆがめてはならない。,株主総会提出,財務諸表,会計記録,株主総会提出のため、信用目的のため、租税目的のため等種々の目的のために異なる形式の財務諸表を作成する必要がある場合、それらの内容は、信頼しうる会計記録に基づいて作成されたものであって、政策の考慮のために事実の真実な表示をゆがめてはならない。,単一性の原則はどのようなことを要請しているか？,4
10109,穴埋め,一般原則,企業会計原則（重要性の原則）,重要性の原則,[1]が目的とするところは、企業の財務内容を明らかにし、企業の状況に関する[2]の判断を誤らせないようにすることにあるから、重要性の乏しいものについては、本来の厳密な会計処理によらないで他の簡便な方法によることも、[3]の原則に従った処理として認められる。,企業会計,利害関係者,正規の簿記,企業会計が目的とするところは、企業の財務内容を明らかにし、企業の状況に関する利害関係者の判断を誤らせないようにすることにあるから、重要性の乏しいものについては、本来の厳密な会計処理によらないで他の簡便な方法によることも、正規の簿記の原則に従った処理として認められる。,重要性の原則はどのようなことを要請しているか？,4
10110,穴埋め,一般原則,企業会計原則（損益計算書原則）,純粋な発生主義会計,"発生主義会計とは、発生主義の原則に基づいて収益・費用を[1]し、両者の差額として利益を計算する[2]をいう。
ここに発生主義の原則とは[3]の増減に基づいて収益・費用を[1]する原則をいう。",認識,会計体系,経済価値,"発生主義会計とは、発生主義の原則に基づいて収益・費用を認識し、両者の差額として利益を計算する会計体系をいう。
ここに発生主義の原則とは経済価値の増減に基づいて収益・費用を認識する原則をいう。",純粋な発生主義会計とは何か？,5
10111,穴埋め,一般原則,企業会計原則（損益計算書原則）,損益計算書において総額主義の原則が採用される理由,[1]となった取引の[2]を[3]することにより、企業の経営活動の状況を明らかにするものである。,利益源泉,量的規模,明瞭に表示,利益源泉となった取引の量的規模を明瞭に表示することにより、企業の経営活動の状況を明らかにするものである。,損益計算書において総額主義の原則が採用される理由は何か？,4
10112,穴埋め,一般原則,企業会計原則（損益計算書原則）,損益計算書の本質（性格）,損益計算書は、企業の[1]を明らかにするため、[2]に属するすべての収益とこれに対応するすべての費用とを記載して経常利益を表示し、これに特別損益に属する項目を加減して[3]を表示しなければならない。,経営成績,一会計期間,当期純利益,損益計算書は、企業の経営成績を明らかにするため、一会計期間に属するすべての収益とこれに対応するすべての費用とを記載して経常利益を表示し、これに特別損益に属する項目を加減して当期純利益を表示しなければならない。,損益計算書の本質（性格）とは何か？,5
10113,穴埋め,一般原則,企業会計原則（損益計算書原則）,総額主義の原則,費用及び収益は、総額によって[1]することを原則とし、費用の項目と収益の項目とを直接に相殺することによってその[2]は一部を[3]から除去してはならない。,記載,全部又,損益計算書,費用及び収益は、総額によって記載することを原則とし、費用の項目と収益の項目とを直接に相殺することによってその全部又は一部を損益計算書から除去してはならない。,総額主義の原則とは何か？,5
10114,穴埋め,一般原則,企業会計原則（損益計算書原則）,区分表示の原則,費用及び収益は、その[1]に従って明瞭に分類し、[2]とそれに関連する費用項目とを[3]にこれに対応表示しなければならない。,発生源泉,各収益項目,損益計算書,費用及び収益は、その発生源泉に従って明瞭に分類し、各収益項目とそれに関連する費用項目とを損益計算書にこれに対応表示しなければならない。,区分表示の原則とは何か？,5
10115,穴埋め,一般原則,企業会計原則（貸借対照表原則）,原価主義の原則,原価主義の原則とは、[1]をその取得に要した[2]、すなわち[3]に基づいて評価することを指示する資産の評価原則である。,費用性資産,支出額,取得原価,原価主義の原則とは、費用性資産をその取得に要した支出額、すなわち取得原価に基づいて評価することを指示する資産の評価原則である。,原価主義の原則とは何か？,5
10116,穴埋め,一般原則,企業会計原則（貸借対照表原則）,費用配分の原則,費用配分の原則とは、[1]の[2]を[3]に費用として配分していくことを指示する原則をいう。,費用性資産,取得原価,各会計期間,費用配分の原則とは、費用性資産の取得原価を各会計期間に費用として配分していくことを指示する原則をいう。,費用配分の原則とは何か？,5
10117,穴埋め,一般原則,企業会計原則（貸借対照表原則）,費用配分の原則の性格,費用配分の原則は費用の測定原則であるとともに、資産の評価原則でもある。,,,,費用配分の原則は費用の測定原則であるとともに、資産の評価原則でもある。,費用配分の原則の性格とは何か？,5
10118,穴埋め,一般原則,企業会計原則（貸借対照表原則）,貸借対照表の本質（性格）,貸借対照表は、企業の[1]を明らかにするため、貸借対照表日におけるすべての資産、負債及び資本を記載し、株主、[2]その他の[3]にこれを正しく表示するものでなければならない。,財政状態,債権者,利害関係者,貸借対照表は、企業の財政状態を明らかにするため、貸借対照表日におけるすべての資産、負債及び資本を記載し、株主、債権者その他の利害関係者にこれを正しく表示するものでなければならない。,貸借対照表の本質（性格）とは何か？,5
10119,穴埋め,一般原則,企業会計原則（貸借対照表原則）,貸借対照表完全性の原則,貸借対照表完全性の原則は、[1]におけるすべての資産、負債及び資本をもれなく完全に、貸借対照表に[2]すべきことを[3]するものである。,貸借対照表日,記載,要求,貸借対照表完全性の原則は、貸借対照表日におけるすべての資産、負債及び資本をもれなく完全に、貸借対照表に記載すべきことを要求するものである。,貸借対照表完全性の原則とは何か？,5
10201,穴埋め,連結財務諸表,連結財務諸表基準,連結財務諸表を作成する目的,連結財務諸表は、[1]にある2つ以上の企業からなる集団を単一の組織体とみなして、親会社が当該企業集団の[2]、[3]及びキャッシュフローの状況を総合的に報告するために作成するものである。,支配従属関係,財政状態,経営成績,連結財務諸表は、支配従属関係にある2つ以上の企業からなる集団を単一の組織体とみなして、親会社が当該企業集団の財政状態、経営成績及びキャッシュフローの状況を総合的に報告するために作成するものである。,連結財務諸表を作成する目的は何か？,3
10202,穴埋め,連結財務諸表,連結財務諸表基準,支配力基準,支配力基準とは、[1]的な[2]の有無に基づいて[3]の判定を行う基準をいう。,実質,支配関係,子会社,支配力基準とは、実質的な支配関係の有無に基づいて子会社の判定を行う基準をいう。,支配力基準とは何か？,4
10203,穴埋め,連結財務諸表,連結財務諸表基準,連結財務諸表における「基準性」,基準性とは、連結財務諸表は[1]を[2]として作成されなければならないことをいう。,個別財務諸表,基礎,,基準性とは、連結財務諸表は個別財務諸表を基礎として作成されなければならないことをいう。,連結財務諸表における「基準性」とは何か？,4
10204,穴埋め,連結財務諸表,連結財務諸表基準,連結財務諸表における「準拠性」,準拠性とは、基礎とされる[1]は、一般に[2]と認められる[3]の基準に準拠して作成されなければならないことをいう。,個別財務諸表,公正妥当,企業会計,準拠性とは、基礎とされる個別財務諸表は、一般に公正妥当と認められる企業会計の基準に準拠して作成されなければならないことをいう。,連結財務諸表における「準拠性」とは何か？,4
10205,穴埋め,連結財務諸表,連結財務諸表基準,親会社説,親会社説とは、[1]を親会社の[2]のために作成するものと考え、[1]を親会社の財務諸表の[3]に位置づけて、親会社の[2]の持分のみを反映させる考え方である。,連結財務諸表,株主,延長線上,親会社説とは、連結財務諸表を親会社の株主のために作成するものと考え、連結財務諸表を親会社の財務諸表の延長線上に位置づけて、親会社の株主の持分のみを反映させる考え方である。,親会社説とは何か？,4
10206,穴埋め,連結財務諸表,連結財務諸表基準,連結財務諸表における「経済的単一体説」,経済単一体説とは、連結財務諸表を[1]の株主のために作成するものと考え、連結財務諸表を[2]とは区別される[1]の財務諸表と位置づけて、企業集団を構成するすべての[3]の株主の持分を反映させる考え方である。,企業集団全体,親会社,連結会社,経済単一体説とは、連結財務諸表を企業集団全体の株主のために作成するものと考え、連結財務諸表を親会社とは区別される企業集団全体の財務諸表と位置づけて、企業集団を構成するすべての連結会社の株主の持分を反映させる考え方である。,連結財務諸表における「経済的単一体説」とは何か？,4
10207,穴埋め,連結財務諸表,連結財務諸表基準,親会社株主に帰属する当期純利益を内訳表示し、親会社株主に帰属する部分のみを株主資本として表示する理由,親会社株主と[1]とではリスク及びリターンが大きく異なり、親会社株主に係る成果とそれを生み出す原資に関する情報が[2]とさの[3]に有用であると考えられるためである。この取扱いは、親会社株主に帰属する当期純利益と株主資本との連繋にも配慮したものである。,被支配株主,投資家,意思決定,親会社株主と被支配株主とではリスク及びリターンが大きく異なり、親会社株主に係る成果とそれを生み出す原資に関する情報が投資家とさの意思決定に有用であると考えられるためである。この取扱いは、親会社株主に帰属する当期純利益と株主資本との連繋にも配慮したものである。,親会社株主に帰属する当期純利益を内訳表示し、親会社株主に帰属する部分のみを株主資本として表示する理由は何か？,3
10208,穴埋め,連結財務諸表,連結財務諸表基準,持株基準,持株基準とは、[1]が直接・間接に[2]の[3]を所有しているかどうかにより子会社の判定を行う基準をいう。,親会社,議決権,過半数,持株基準とは、親会社が直接・間接に議決権の過半数を所有しているかどうかにより子会社の判定を行う基準をいう。,持株基準とは何か？,4
10209,穴埋め,連結財務諸表,連結財務諸表基準,真実性の原則と,連結財務諸表は、企業集団の[1]、[2]及びキャッシュフローの状況に関して[3]を提供するものでなければならない。,財政状態,経営成績,真実な報告,連結財務諸表は、企業集団の財政状態、経営成績及びキャッシュフローの状況に関して真実な報告を提供するものでなければならない。,真実性の原則とはどのようなものか？,3
10210,穴埋め,連結財務諸表,連結財務諸表基準,基準性の原則,連結財務諸表は、[1]に属する親会社や及び子会社が一般に[2]と認められる企業会計の基準に準拠して作成した[3]を基礎として作成しなければならない。,企業集団,公正妥当,個別財務諸表,連結財務諸表は、企業集団に属する親会社や及び子会社が一般に公正妥当と認められる企業会計の基準に準拠して作成した個別財務諸表を基礎として作成しなければならない。,基準性の原則とは何か？,4
10211,穴埋め,連結財務諸表,連結財務諸表基準,明瞭性の原則,連結財務諸表は、[1]の状況に関する判断を誤らせないように、[2]に対し必要な財務情報を[3]するものでなければならない。,企業集団,利害関係者,明瞭に表示,連結財務諸表は、企業集団の状況に関する判断を誤らせないように、利害関係者に対し必要な財務情報を明瞭に表示するものでなければならない。,明瞭性の原則とは何か？,4
10212,穴埋め,連結財務諸表,連結財務諸表基準,継続性の原則,[1]成のために[2]した基準及び手続きは[3]して適用し、みだりにこれを変更してはならない。,連結財務諸表作,採用,毎期継続,連結財務諸表作成のために採用した基準及び手続きは毎期継続して適用し、みだりにこれを変更してはならない。,継続性の原則とは何か？,4
10301,穴埋め,外貨換算会計,外貨換算基準,外貨建金銭債権債務を決算時の為替相場により換算する理由,外貨建金銭債権債務は、[1]では[2]の変動リスクを負わないため、[2]評価の対象とはならないが、[3]をでは為替相場の変動リスクを負っていることから、決算時の為替相場により換算する。,外貨額,時価,円貨額,外貨建金銭債権債務は、外貨額では時価の変動リスクを負わないため、時価評価の対象とはならないが、円貨額をでは為替相場の変動リスクを負っていることから、決算時の為替相場により換算する。,外貨建金銭債権債務を決算時の為替相場により換算する理由は何か？,3
10302,穴埋め,外貨換算会計,外貨換算基準,外貨建売買目的有価証券を決算時の為替相場により換算する理由,外貨建売買目的有価証券に関する換算は、その[1]による[2]を求める過程で行われるため、[3]による時価を決算時の為替相場により円換算した額を付す。,円貨額,時価評価額,外国通貨,外貨建売買目的有価証券に関する換算は、その円貨額による時価評価額を求める過程で行われるため、外国通貨による時価を決算時の為替相場により円換算した額を付す。,外貨建売買目的有価証券を決算時の為替相場により換算する理由は何か？,3
10303,穴埋め,外貨換算会計,外貨換算基準,外貨建満期保有目的の債券を決算時の為替相場により換算する理由,満期保有目的の[1]はら金銭[1]と[2]の[3]を持つと考えられるため、決算時の為替相場により換算する。,債権,同様,性質,満期保有目的の債権はら金銭債権と同様の性質を持つと考えられるため、決算時の為替相場により換算する。,外貨建満期保有目的の債券を決算時の為替相場により換算する理由は何か？,3
10304,穴埋め,外貨換算会計,外貨換算基準,外貨建その他有価証券に関する換算を決算時の為替相場で行う理由,外貨建その他有価証券に関する換算は、その[1]による[2]を求める過程で行われるため、[3]による時価を決算時の為替相場により円換算した額を付す。,円貨額,時価評価額,外国通貨,外貨建その他有価証券に関する換算は、その円貨額による時価評価額を求める過程で行われるため、外国通貨による時価を決算時の為替相場により円換算した額を付す。,外貨建その他有価証券に関する換算を決算時の為替相場で行う理由は何か？,3
10305,穴埋め,外貨換算会計,外貨換算基準,外貨建売買目的有価証券の評価差額はどのように処理するか？,有価証券を[1]したことによる評価差額に含まれる[2]については、金融基準に基づいて処理されることになるため、当該[2]は、当期の[3]益として処理する。,時価評価,換算差額,有価証券評価損,"有価証券を時価評価したことによる評価差額に含まれる換算差額については、金融基準に基づいて処理されることになるため、当該換算差額は、当期の有価証券評価損益として処理する。
",外貨建売買目的有価証券の評価差額はどのように処理するか？,3
10306,穴埋め,外貨換算会計,外貨換算基準,外貨建子会社株式等を取得時の為替相場により換算する理由,子会社株式および[1]は、[2]と[3]の性質を有するため、取得時の為替相場により換算する。,関連会社株式,事業用資産,同様,"子会社株式および関連会社株式は、事業用資産と同様の性質を有するため、取得時の為替相場により換算する。
",外貨建子会社株式等を取得時の為替相場により換算する理由は何か？,3
10307,穴埋め,外貨換算会計,外貨換算基準,外貨換算における決算日レート法,決算日レート法とは、すべての[1][2]を、決算時の[3]により換算する方法をいう。,外貨表示財務諸,表項目,為替相場,決算日レート法とは、すべての外貨表示財務諸表項目を、決算時の為替相場により換算する方法をいう。,外貨換算における決算日レート法とは何か？,4
10308,穴埋め,外貨換算会計,外貨換算基準,外貨換算における流動・非流動法,流動・非流動法とは、流動項目を決算時の[1]によって、非流動項目を[2]は[3]の[1]によって換算する方法をいう。,為替相場,取得時又,発生時,流動・非流動法とは、流動項目を決算時の為替相場によって、非流動項目を取得時又は発生時の為替相場によって換算する方法をいう。,外貨換算における流動・非流動法とは何か？,4
10309,穴埋め,外貨換算会計,外貨換算基準,外貨換算における貨幣・非貨幣法,貨幣・非貨幣法とは、貨幣項目を決算時の[1]によって、非貨幣項目を[2]は[3]の[1]によって換算する方法をいう。,為替相場,取得時又,発生時,貨幣・非貨幣法とは、貨幣項目を決算時の為替相場によって、非貨幣項目を取得時又は発生時の為替相場によって換算する方法をいう。,外貨換算における貨幣・非貨幣法とは何か？,4
10310,穴埋め,外貨換算会計,外貨換算基準,外貨換算におけるテンポラル法,テンポラル法とは、[1]表項目のうち、[2]は発生時の外貨で測定されている項目については[2]は発生時の[3]で換算し、決算時の外貨で測定されている項目については決算時の[3]で換算する方法をいう。,外貨表示財務諸,取得時又,為替相場,テンポラル法とは、外貨表示財務諸表項目のうち、取得時又は発生時の外貨で測定されている項目については取得時又は発生時の為替相場で換算し、決算時の外貨で測定されている項目については決算時の為替相場で換算する方法をいう。,外貨換算におけるテンポラル法とは何か？,4
10311,穴埋め,外貨換算会計,外貨換算基準,外貨建取引における「一取引基準」,一取引基準とは、外貨建取引とその取引にかかる[1]とを[2]した一つの取引とみなして[3]を行う基準をいう。,代金決済取引,連続,会計処理,一取引基準とは、外貨建取引とその取引にかかる代金決済取引とを連続した一つの取引とみなして会計処理を行う基準をいう。,外貨建取引における「一取引基準」とは何か？,4
10312,穴埋め,外貨換算会計,外貨換算基準,外貨建取引における「二取引基準」,"二取引基準とは、外貨建取引とその取引にかかる[1]とを別個の取引とみなして[2]を行う基準をいう。
[3]では、二取引基準を採用している。",代金決済取引,会計処理,外貨基準,"二取引基準とは、外貨建取引とその取引にかかる代金決済取引とを別個の取引とみなして会計処理を行う基準をいう。
外貨基準では、二取引基準を採用している。",外貨建取引における「二取引基準」とは何か？,4
10313,穴埋め,外貨換算会計,外貨換算基準,外貨建取引等の「独立処理」,独立処理とは、[1]等を外貨建取引と独立した取引として[2]する方法をいう。,為替予約,会計処理,,独立処理とは、為替予約等を外貨建取引と独立した取引として会計処理する方法をいう。,外貨建取引等の「独立処理」とは何か？,4
10314,穴埋め,外貨換算会計,外貨換算基準,為替予約等の「振当処理」,振当処理とは、為替予約等により確定する決済時における円貨額により[1]等を換算し、[2]との差額を[3]する方法をいう。,外貨建取引,直物為替相場,期間配分,振当処理とは、為替予約等により確定する決済時における円貨額により外貨建取引等を換算し、直物為替相場との差額を期間配分する方法をいう。,為替予約等の「振当処理」とは何か？,4
10315,穴埋め,外貨換算会計,外貨換算基準,外貨建売買目的有価証券の換算,外貨建売買目的有価証券については、[1]による時価を決算時の[2]により円換算した額を付する。当該換算差額は、当期の[3]益として処理する。,外国通貨,為替相場,有価証券評価損,外貨建売買目的有価証券については、外国通貨による時価を決算時の為替相場により円換算した額を付する。当該換算差額は、当期の有価証券評価損益として処理する。,外貨建売買目的有価証券の換算はどのように行うか？,3
10316,穴埋め,外貨換算会計,外貨換算基準,外貨建満期保有目的の債券の換算,外貨建満期保有目的の債権については、[1]の[2]による円貨額を付する。当該換算差額は、当期の[3]として処理する。,決算時,為替相場,為替差損益,"外貨建満期保有目的の債権については、決算時の為替相場による円貨額を付する。当該換算差額は、当期の為替差損益として処理する。
",外貨建満期保有目的の債券の換算はどのように行うか？,3
10317,穴埋め,外貨換算会計,外貨換算基準,外貨建取引が発生した際、取引時の換算,外貨建取引は、原則として、当該取引発生時の[1]による[2]をもって記録する。,為替相場,円貨額,,外貨建取引は、原則として、当該取引発生時の為替相場による円貨額をもって記録する。,外貨建取引が発生した際、取引時の換算はどのように行うか？,3
10318,穴埋め,外貨換算会計,外貨換算基準,決算時における外国通貨の換算,外国通貨については、決算時の[1]による[2]を付する。決算時における換算によって生じた換算差額は、当期の[3]として処理する。,為替相場,円貨額,為替差損益,外国通貨については、決算時の為替相場による円貨額を付する。決算時における換算によって生じた換算差額は、当期の為替差損益として処理する。,決算時における外国通貨の換算はどのように行うか？,3
10401,穴埋め,キャッシュ・フロー計算書,キャッシュ・フロー計算書基準,キャッシュ・フロー計算書の必要性,"1、企業の収益性や安全性を投資者が判断するためには、[1]に加え、企業の資金情報を提供することが必要である。
2、[2]会計における損益計算に比べ、代替的方法が少ないことから、企業間の[3]の観点からも有用である。",損益計算書,発生主義,比較可能性,"1、企業の収益性や安全性を投資者が判断するためには、損益計算書に加え、企業の資金情報を提供することが必要である。
2、発生主義会計における損益計算に比べ、代替的方法が少ないことから、企業間の比較可能性の観点からも有用である。",キャッシュ・フロー計算書の必要性は何か？,4
10402,穴埋め,キャッシュ・フロー計算書,キャッシュ・フロー計算書基準,キャッシュ・フロー計算書の表示区分にはどのようなものがあるか？,"1、[1]によるキャッシュフローの区分では、[2]の対象となった取引のほか、投資活動及び[3]の取引によるキャッシュフローを記載して、[1]によるキャッシュフローを計算する。
2、投資活動によるキャッシュフローの区分では、設備投資、証券投資及び融資などにかかるキャッシュフローを記載して、投資活動によるキャッシュフローを計算する。
3、財務活動によるキャッシュフローの区分では、資金調達及び返済によるキャッシュフローを記載して、財務活動によるキャッシュフローを計算する。",営業活動,営業損益計算,財務活動以外,"1、営業活動によるキャッシュフローの区分では、営業損益計算の対象となった取引のほか、投資活動及び財務活動以外の取引によるキャッシュフローを記載して、営業活動によるキャッシュフローを計算する。
2、投資活動によるキャッシュフローの区分では、設備投資、証券投資及び融資などにかかるキャッシュフローを記載して、投資活動によるキャッシュフローを計算する。
3、財務活動によるキャッシュフローの区分では、資金調達及び返済によるキャッシュフローを記載して、財務活動によるキャッシュフローを計算する。",キャッシュ・フロー計算書の表示区分にはどのようなものがあるか？,4
10403,穴埋め,キャッシュ・フロー計算書,キャッシュ・フロー計算書基準,キャッシュ・フロー計算書における「資金」の範囲はどのように定義されるか？,"資金の範囲は、現金及び[1]とする。
1、現金とは、手許現金及び[2]をいう。
2、[1]とは、容易に換金可能であり、かつ、価値の変動について僅少なリスクしか負わない[3]をいう。",現金同等物,要求払預金,短期投資,"資金の範囲は、現金及び現金同等物とする。
1、現金とは、手許現金及び要求払預金をいう。
2、現金同等物とは、容易に換金可能であり、かつ、価値の変動について僅少なリスクしか負わない短期投資をいう。",キャッシュ・フロー計算書における「資金」の範囲はどのように定義されるか？,5
10404,穴埋め,キャッシュ・フロー計算書,キャッシュ・フロー計算書基準,「現金同等物」の具体的な範囲はどのように判断されるか？,現金同等物に具体的に何を含めるかについては[1]の判断に委ねることが適当と考えられるが、キャッシュ・フロー計算書の[2]を考慮して、取得日から3ヶ月以内に[3]は償還日が到来する短期的な投資を一般的な例として示している。,経営者,比較可能性,満期日又,現金同等物に具体的に何を含めるかについては経営者の判断に委ねることが適当と考えられるが、キャッシュ・フロー計算書の比較可能性を考慮して、取得日から3ヶ月以内に満期日又は償還日が到来する短期的な投資を一般的な例として示している。,「現金同等物」の具体的な範囲はどのように判断されるか？,4
10405,穴埋め,キャッシュ・フロー計算書,キャッシュ・フロー計算書基準,キャッシュ・フロー計算書の位置付け,キャッシュ・フロー計算書は、一会計期間におけるキャッシュ・フローの状況を一定の活動区分別に表示するものであり、[1]及び[2]と同様に[3]を対象とする重要な情報を提供するものである。,貸借対照表,損益計算書,企業活動全体,キャッシュ・フロー計算書は、一会計期間におけるキャッシュ・フローの状況を一定の活動区分別に表示するものであり、貸借対照表及び損益計算書と同様に企業活動全体を対象とする重要な情報を提供するものである。,キャッシュ・フロー計算書の位置付けはどのようなものか？,4
10501,穴埋め,研究開発費等,研究開発費,研究開発費を発生時にすべて費用処理する根拠,"1研究開発費は、発生時には将来の収益を獲得できるか否か不明であり、また、[1]が進行し、将来の収益の獲得の期待が高まったとしても、依然としてその獲得が確実であるとは言えないからである。
2[2]の要件を定める場合にも、客観的に判断可能な要件を規定することは困難であり、抽象的な要件のもとで[2]を行うことは、企業間の[3]を損なうこととなるからである。",研究開発計画,資産計上,比較可能性,"1研究開発費は、発生時には将来の収益を獲得できるか否か不明であり、また、研究開発計画が進行し、将来の収益の獲得の期待が高まったとしても、依然としてその獲得が確実であるとは言えないからである。
2資産計上の要件を定める場合にも、客観的に判断可能な要件を規定することは困難であり、抽象的な要件のもとで資産計上を行うことは、企業間の比較可能性を損なうこととなるからである。",研究開発費を発生時にすべて費用処理する根拠は何か？,3
10502,穴埋め,研究開発費等,研究開発費,資産計上される市場販売目的のソフトウェア制作費を無形固定資産として計上する理由,"1製品マスターは、それ自体が販売の対象ではない。
2製品マスターは、[1]等と同様にこれを利用して製品を作成するものである。
3製品マスターは、[2]を有している。
4製品マスターは、適正な原価計算により[3]を明確化できる。",機械装置,法的権利,取得原価,"1製品マスターは、それ自体が販売の対象ではない。
2製品マスターは、機械装置等と同様にこれを利用して製品を作成するものである。
3製品マスターは、法的権利を有している。
4製品マスターは、適正な原価計算により取得原価を明確化できる。",資産計上される市場販売目的のソフトウェア制作費を無形固定資産として計上する理由は何か？,3
10503,穴埋め,研究開発費等,研究開発費,ソフトウェア制作費を取得形態別ではなく制作目的別に会計処理する理由,ソフトウェア[1]とは、その制作目的により、[2]の収益との[3]が異なること等から、取得形態別ではなく、制作目的別に会計処理する。,製作費,将来,対応関係,ソフトウェア製作費とは、その制作目的により、将来の収益との対応関係が異なること等から、取得形態別ではなく、制作目的別に会計処理する。,ソフトウェア制作費を取得形態別ではなく制作目的別に会計処理する理由は何か？,3
