id,type,category,source,title,text,ans1,ans2,ans3,Answerstext,Question,Star
20811,記述,金融商品会計,有価証券,その他有価証券の評価差額はどのように処理するか？,"その他有価証券については、事業遂行上等の必要性から直ちに売買・換金を行うことには制約を伴う要素もあり、評価差額を直ちに[1]として処理することは適切ではないため、評価差額を[1]として処理することなく、税効果を調整の上、[2]に記載する。
ただし、企業会計上、保守主義の観点から、これまで認められていた低下法による評価の考えたを考慮し、部分純資産直入法を適用して、時価が取得原価を下回る銘柄の評価差額は[3]に計上することもできる。",当期の損益,純資産の部,損益計算書,"その他有価証券については、事業遂行上等の必要性から直ちに売買・換金を行うことには制約を伴う要素もあり、評価差額を直ちに当期の損益として処理することは適切ではないため、評価差額を当期の損益として処理することなく、税効果を調整の上、純資産の部に記載する。
ただし、企業会計上、保守主義の観点から、これまで認められていた低下法による評価の考えたを考慮し、部分純資産直入法を適用して、時価が取得原価を下回る銘柄の評価差額は損益計算書に計上することもできる。",その他有価証券の評価差額はどのように処理するか？,4
20812,記述,金融商品会計,有価証券,売買目的有価証券,売買目的有価証券とは、[1]の[2]により[3]を得ることを目的として保有する有価証券をいう。,時価,変動,利益,売買目的有価証券とは、時価の変動により利益を得ることを目的として保有する有価証券をいう。,売買目的有価証券とは何か？,5
20813,記述,金融商品会計,有価証券,売買目的有価証券の評価及び評価差額の処理,売買目的有価証券については、[1]を持って[2]価額とし、評価差額は[3]として処理する。,時価,貸借対照表,当期の損益,売買目的有価証券については、時価を持って貸借対照表価額とし、評価差額は当期の損益として処理する。,売買目的有価証券の評価及び評価差額の処理はどのように行うか？,4
20814,記述,金融商品会計,有価証券,満期保有目的の債券,満期保有目的の[1]とは、企業が[2]まで保有する[3]を持って保有する社債そのほかの[1]をいう。,債権,万期,意図,満期保有目的の債権とは、企業が万期まで保有する意図を持って保有する社債そのほかの債権をいう。,満期保有目的の債券とは何か？,5
20815,記述,金融商品会計,有価証券,満期保有目的の債券の評価,満期保有目的の債権については、[1]を持って[2]価額とする。ただし、債権を債権金額より低い価額又は高い価額で取得した場合において、[1]と債権金額との差額の性格が金利の調整と認められる時は、[3]に基づいて算定された価額を持って[2]価額としなければならない。,取得原価,貸借対照表,償却原価法,満期保有目的の債権については、取得原価を持って貸借対照表価額とする。ただし、債権を債権金額より低い価額又は高い価額で取得した場合において、取得原価と債権金額との差額の性格が金利の調整と認められる時は、償却原価法に基づいて算定された価額を持って貸借対照表価額としなければならない。,満期保有目的の債券の評価はどのように行うか？,4
20816,記述,金融商品会計,有価証券,その他有価証券,その他有価証券とは、[1]券、[2]的の債権、子会社株式及び[3]外の有価証券をいう。,売買目的有価証,満期保有目,関連会社株式以,その他有価証券とは、売買目的有価証券、満期保有目的の債権、子会社株式及び関連会社株式以外の有価証券をいう。,その他有価証券とは何か？,5
20817,記述,金融商品会計,デリバティブ取引,デリバティブ取引を時価評価する理由,[1]及び[2]にとって意義を有する価値は正味の[3]は債務の時価に求められると考えられるためである。,投資者,企業双方,債権又,投資者及び企業双方にとって意義を有する価値は正味の債権又は債務の時価に求められると考えられるためである。,デリバティブ取引を時価評価する理由は何か？,2
20818,記述,金融商品会計,デリバティブ取引,デリバティブ取引の評価差額を当期の損益として処理する理由,デリバティブ取引により生じる[1]の[2]及び債務の時価の変動は、企業にとっての[3]であると考えられるためである。,正味,債権,財務活動の成果,デリバティブ取引により生じる正味の債権及び債務の時価の変動は、企業にとっての財務活動の成果であると考えられるためである。,デリバティブ取引の評価差額を当期の損益として処理する理由は何か？,2
20819,記述,金融商品会計,デリバティブ取引,デリバティブ取引,デリバティブ取引とは、取引により生じる[1]の[2]または債務の時価の変動により[3]が利益を得または損失を被るものをいう。,正味,債権,保有者,デリバティブ取引とは、取引により生じる正味の債権または債務の時価の変動により保有者が利益を得または損失を被るものをいう。,デリバティブ取引とは何か？,3
20820,記述,金融商品会計,ヘッジ会計,ヘッジ会計を採用する理由,ヘッジ会計を適用することで、[1]及び[2]にかかる損益を期間的に合理的に対応させ、[1]の相場変動等による損失の可能性が[2]によってカバーされているという[3]を財務諸表に反映させるためである。,ヘッジ対象,ヘッジ手段,経済的実態,ヘッジ会計を適用することで、ヘッジ対象及びヘッジ手段にかかる損益を期間的に合理的に対応させ、ヘッジ対象の相場変動等による損失の可能性がヘッジ手段によってカバーされているという経済的実態を財務諸表に反映させるためである。,ヘッジ会計を採用する理由は何か？,4
20821,記述,金融商品会計,ヘッジ会計,ヘッジ会計,ヘッジ会計とは、ヘッジ取引のうち一定の要件を満たすものについて、[1]にかかる損益と[2]に係る損益を同一の[3]に認識し、ヘッジの効果を会計に反映させるための特殊な会計処理をいう。,ヘッジ対象,ヘッジ手段,会計期間,ヘッジ会計とは、ヘッジ取引のうち一定の要件を満たすものについて、ヘッジ対象にかかる損益とヘッジ手段に係る損益を同一の会計期間に認識し、ヘッジの効果を会計に反映させるための特殊な会計処理をいう。,ヘッジ会計とは何か？,5
20822,記述,金融商品会計,ヘッジ会計,繰延ヘッジ,"ヘッジ会計の方法には、繰延ヘッジと時価ヘッジがあり、繰延ヘッジを原則とする。
繰延ヘッジとは、時価評価されている[1]にかかる損益又は評価差額を、[2]にかかる損益が認識されるまで[3]において繰り延べる方法である。",ヘッジ手段,ヘッジ対象,純資産の部,"ヘッジ会計の方法には、繰延ヘッジと時価ヘッジがあり、繰延ヘッジを原則とする。
繰延ヘッジとは、時価評価されているヘッジ手段にかかる損益又は評価差額を、ヘッジ対象にかかる損益が認識されるまで純資産の部において繰り延べる方法である。",繰延ヘッジとは何か？,5
20823,記述,金融商品会計,ヘッジ会計,時価ヘッジ,時価ヘッジとは、[1]である資産又は負債にかかる[2]等を損益に反映させることにより、その損益と[3]にかかる損益とを同一の会計期間に認識する方法である。,ヘッジ対象,相場変動,ヘッジ手段,時価ヘッジとは、ヘッジ対象である資産又は負債にかかる相場変動等を損益に反映させることにより、その損益とヘッジ手段にかかる損益とを同一の会計期間に認識する方法である。,時価ヘッジとは何か？,5
20901,記述,減損会計,減損基準,固定資産の減損処理,固定資産の減損とは、固定資産の収益性の低下により投資額の回収が見込めなくなった状態であり、減損処理とは、そのような場合に、一定の条件の下で[1]を反映させるように[2]を減額する[3]である。,回収可能性,帳簿価額,会計処理,固定資産の減損とは、固定資産の収益性の低下により投資額の回収が見込めなくなった状態であり、減損処理とは、そのような場合に、一定の条件の下で回収可能性を反映させるように帳簿価額を減額する会計処理である。,固定資産の減損処理とは何か？,5
20902,記述,減損会計,減損基準,固定資産の減損処理を行う目的,固定資産の減損処理は、[1]基準の下で[2]を反映させるように、過大な[3]を減額し、将来に損失を繰延ないために行われる会計処理である。,取得原価,回収可能性,帳簿価額,固定資産の減損処理は、取得原価基準の下で回収可能性を反映させるように、過大な帳簿価額を減額し、将来に損失を繰延ないために行われる会計処理である。,固定資産の減損処理を行う目的は何か？,5
20903,記述,減損会計,減損基準,減損損失が「相当程度に確実な場合」に限って認識される理由,減損損失の測定は、キャッシュフローの見積に大きく依存する。将来キャッシュフローが約定されている場合の[1]と異なり、成果の[2]な[3]の減損は、測定が主観的にならざるを得ないためである。,金融資産,不確定,事業用資産,減損損失の測定は、キャッシュフローの見積に大きく依存する。将来キャッシュフローが約定されている場合の金融資産と異なり、成果の不確定な事業用資産の減損は、測定が主観的にならざるを得ないためである。,減損損失が「相当程度に確実な場合」に限って認識される理由は何か？,5
20904,記述,減損会計,減損基準,棚卸資産の評価における「正味売却価額」,正味売却価額とは、[1]は資産グループの[2]から[3]み額を控除して算定される金額をいう。,資産又,時価,処分費用見込,正味売却価額とは、資産又は資産グループの時価から処分費用見込み額を控除して算定される金額をいう。,棚卸資産の評価における「正味売却価額」とは何か？,5
20905,記述,減損会計,減損基準,減損会計における「使用価値」,使用価値とは、[1]は資産グループの[2]と使用後の処分によって生ずると見込まれる将来キャッシュフローの[3]をいう。,資産又,継続的使用,現在価値,使用価値とは、資産又は資産グループの継続的使用と使用後の処分によって生ずると見込まれる将来キャッシュフローの現在価値をいう。,減損会計における「使用価値」とは何か？,5
20906,記述,減損会計,減損基準,減損損失の測定,"[1]を回収可能価額まで減額し、当該減少額を減損損失として当期の損失とする。
回収可能価額とは、売却による回収額である[2]と使用による回収額である[3]のいずれか高い価額をいう。",帳簿価額,正味売却価額,使用価値,"帳簿価額を回収可能価額まで減額し、当該減少額を減損損失として当期の損失とする。
回収可能価額とは、売却による回収額である正味売却価額と使用による回収額である使用価値のいずれか高い価額をいう。",減損損失の測定はどのように行うか？,5
20907,記述,減損会計,減損基準,減損の兆候がある資産に絞って減損損失の認識を判定する理由,対象資産全てについて減損損失の認識の判定を行うことが、[1]、[2]な[3]となる恐れがあることを考慮したためである。,実務上,過大,負担,対象資産全てについて減損損失の認識の判定を行うことが、実務上、過大な負担となる恐れがあることを考慮したためである。,減損の兆候がある資産に絞って減損損失の認識を判定する理由は何か？,5
21001,記述,組織再編会計,企業結合基準,企業結合基準における「取得」,取得とは、ある企業が他の[1]は企業を[2]する[3]に対する支配を獲得することをいう。,企業又,構成,事業,取得とは、ある企業が他の企業又は企業を構成する事業に対する支配を獲得することをいう。,企業結合基準における「取得」とは何か？,5
21002,記述,組織再編会計,企業結合基準,企業結合における「パーチェス法」,パーチェス法とは、[1]から受け入れる資産及び負債の[2]を、対価として交付する現金及び株式等の時価([3])とする方法をいう。,非結合企業,取得原価,公正価値,パーチェス法とは、非結合企業から受け入れる資産及び負債の取得原価を、対価として交付する現金及び株式等の時価(公正価値)とする方法をいう。,企業結合における「パーチェス法」とは何か？,5
21003,記述,組織再編会計,企業結合基準,企業結合においてパーチェス法が採用される理由,企業結合の多くは、実質的にはいずれかの[1]による新規の投資と同じであり、交付する現金及び株式等の投資額を[2]として他の[1]から受け入れる資産及び負債を評価することが現行の一般的な[3]と整合するからである。,結合当時企業,取得価額,会計処理,企業結合の多くは、実質的にはいずれかの結合当時企業による新規の投資と同じであり、交付する現金及び株式等の投資額を取得価額として他の結合当時企業から受け入れる資産及び負債を評価することが現行の一般的な会計処理と整合するからである。,企業結合においてパーチェス法が採用される理由は何か？,4
21004,記述,組織再編会計,企業結合基準,のれんを規則的に償却する理由,"1[1]の成果たる収益と、その対価の一部を構成する[2]の償却という費用の対応が可能になるためである。
2のれんは[3]の一部であることに鑑みれば、のれんを規則的に償却する方法は、[3]を超えて回収された超過額を企業にとっての利益と見る考え方とも首尾一貫しているためである。
3[1]により生じたのれんは時間の経過とともに自己創設のれんに入れ替わる可能性があるため、[1]により計上したのれんの非償却による自己創設のれんの実質的な資産計上を防ぐことができるためである。",企業結合,投資消去差額,投資原価,"1企業結合の成果たる収益と、その対価の一部を構成する投資消去差額の償却という費用の対応が可能になるためである。
2のれんは投資原価の一部であることに鑑みれば、のれんを規則的に償却する方法は、投資原価を超えて回収された超過額を企業にとっての利益と見る考え方とも首尾一貫しているためである。
3企業結合により生じたのれんは時間の経過とともに自己創設のれんに入れ替わる可能性があるため、企業結合により計上したのれんの非償却による自己創設のれんの実質的な資産計上を防ぐことができるためである。",のれんを規則的に償却する理由は何か？,4
21005,記述,組織再編会計,企業結合基準,負ののれんが生じた事業年度の利益として処理される理由,1負の[1]の[2]を[3]な項目やバーゲン・パーチェスであると位置づけ、現実には異常かつ発生の可能性が低いことから、異常利益としての処理が妥当であると考えるためである。,のれん,発生原因,認識不能,1負ののれんの発生原因を認識不能な項目やバーゲン・パーチェスであると位置づけ、現実には異常かつ発生の可能性が低いことから、異常利益としての処理が妥当であると考えるためである。,負ののれんが生じた事業年度の利益として処理される理由は何か？,4
21006,記述,組織再編会計,企業結合基準,企業結合基準における「持分の結合」,持分の結合とは、いずれの企業の[1]も他の企業を支配したとは認められず、結合後企業のリスクや便益を引き続き相互に共有することを達成するため、それぞれの事業の全て又は[2]のすべてを結合して一つの[3]となることをいう。,株主,事実上,報告単位,持分の結合とは、いずれの企業の株主も他の企業を支配したとは認められず、結合後企業のリスクや便益を引き続き相互に共有することを達成するため、それぞれの事業の全て又は事実上のすべてを結合して一つの報告単位となることをいう。,企業結合基準における「持分の結合」とは何か？,5
21007,記述,組織再編会計,企業結合基準,企業結合,企業結合とは、ある[1]はある企業を[2]する事業と他の[1]は他の企業を[2]する事業とが一つの[3]に結合されることをいう。,企業又,構成,報告単位,企業結合とは、ある企業又はある企業を構成する事業と他の企業又は他の企業を構成する事業とが一つの報告単位に結合されることをいう。,企業結合とは何か？,5
21008,記述,組織再編会計,企業結合基準,企業結合基準の基本的な考え方,企業結合基準は企業結合には[1]と持分の結合という異なる[2]を有するものが存在する以上、それぞれの実態に対応する適切な[3]を適用する必要があるとの考え方に立っている。,取得,経済的実態,会計処理方法,企業結合基準は企業結合には取得と持分の結合という異なる経済的実態を有するものが存在する以上、それぞれの実態に対応する適切な会計処理方法を適用する必要があるとの考え方に立っている。,企業結合基準の基本的な考え方はどのようなものか？,4
21101,記述,純資産・包括利益,純資産の概要,純資産の部を「株主資本」と「それ以外の項目」に区分する理由,"財務報告における情報開示の中で、投資の成果を表す当期純利益とこれを生み出す株主資本との関係を示すことが重要であるため、株主資本と株主資本以外の各項目を区分するのである。
この結果、[1]における当期純利益の額と[2]における株主資本の[3]を除く当期変動額が一致することとなる。",損益計算書,貸借対照表,資本取引,"財務報告における情報開示の中で、投資の成果を表す当期純利益とこれを生み出す株主資本との関係を示すことが重要であるため、株主資本と株主資本以外の各項目を区分するのである。
この結果、損益計算書における当期純利益の額と貸借対照表における株主資本の資本取引を除く当期変動額が一致することとなる。",純資産の部を「株主資本」と「それ以外の項目」に区分する理由は何か？,4
21102,記述,純資産・包括利益,純資産の概要,評価・換算差額等を純資産の部に記載する理由,評価・換算差額等は、[1]は[2]を有するものではないため、純資産の部に記載される。,資産性又,負債性,,評価・換算差額等は、資産性又は負債性を有するものではないため、純資産の部に記載される。,評価・換算差額等を純資産の部に記載する理由は何か？,4
21103,記述,純資産・包括利益,純資産の概要,評価・換算差額等を「株主資本以外の項目」とする理由,評価・換算差額等は、[1]ではなく、かつ、未だ[2]に含められていないことから、株主資本以外の項目とされる。,払込資本,当期純利益,,評価・換算差額等は、払込資本ではなく、かつ、未だ当期純利益に含められていないことから、株主資本以外の項目とされる。,評価・換算差額等を「株主資本以外の項目」とする理由は何か？,4
21104,記述,純資産・包括利益,純資産の概要,新株予約権を純資産の部に記載する理由,新株予約権は、[1]のある負債ではなく、負債の部に表示することは[2]ではないため、純資産の部に記載される。,返済義務,適当,,新株予約権は、返済義務のある負債ではなく、負債の部に表示することは適当ではないため、純資産の部に記載される。,新株予約権を純資産の部に記載する理由は何か？,4
21105,記述,純資産・包括利益,純資産の概要,新株予約権を「株主資本以外の項目」とする理由,新株予約権は、[1]の[2]である株主とは異なる新株予約権者との[3]的な取引によるものであり、株主に帰属するものではないため、株主資本以外の項目とされる。,報告主体,所有者,直接,新株予約権は、報告主体の所有者である株主とは異なる新株予約権者との直接的な取引によるものであり、株主に帰属するものではないため、株主資本以外の項目とされる。,新株予約権を「株主資本以外の項目」とする理由は何か？,4
21106,記述,純資産・包括利益,純資産の概要,非支配株主持分（旧少数株主持分）を純資産の部に記載する理由,非支配株主持分は、[1]の資本のうち[2]に帰属していない部分であり、[3]のある負債ではないため、純資産の部に計上される。,子会社,親会社,返済義務,非支配株主持分は、子会社の資本のうち親会社に帰属していない部分であり、返済義務のある負債ではないため、純資産の部に計上される。,非支配株主持分（旧少数株主持分）を純資産の部に記載する理由は何か？,4
21107,記述,純資産・包括利益,純資産の概要,非支配株主持分を「株主資本以外の項目」とする理由,非支配株主持分、[1]のうち[2]に[3]していない部分であり、[2]株主に[3]するものではないため、株主資本以外の項目とされる。,子会社資本,親会社,帰属,非支配株主持分、子会社資本のうち親会社に帰属していない部分であり、親会社株主に帰属するものではないため、株主資本以外の項目とされる。,非支配株主持分を「株主資本以外の項目」とする理由は何か？,4
21108,記述,純資産・包括利益,株主資本,企業会計基準において維持拘束性の観点から資本を区分する理由,企業会計基準では、[1]のために情報開示の観点から、[2]に資本取引から生じた維持拘束性を特質とする留保利益([3])を区別することに重点をおいているためである。,投資者保護,取引源泉別,利益剰余金,企業会計基準では、投資者保護のために情報開示の観点から、取引源泉別に資本取引から生じた維持拘束性を特質とする留保利益(利益剰余金)を区別することに重点をおいているためである。,企業会計基準において維持拘束性の観点から資本を区分する理由は何か？,4
21109,記述,純資産・包括利益,株主資本,純資産の部における「本来的な区分」,[1]では、株主と債権者の[2]に観点から、[3]を構成する剰余金とそれ以外の資本金及び準備金に区別することに重点を置いているためである。,会社法,利害調整,分配可能額,会社法では、株主と債権者の利害調整に観点から、分配可能額を構成する剰余金とそれ以外の資本金及び準備金に区別することに重点を置いているためである。,純資産の部における「本来的な区分」の理由は何か？,4
21110,記述,純資産・包括利益,株主資本,純資産の部における「表示上の区分」,会社法では、一元化の観点から[1]の表示を[2]及び[3]に合わせたためである。,株主資本,企業会計基準,財務諸表等規則,会社法では、一元化の観点から株主資本の表示を企業会計基準及び財務諸表等規則に合わせたためである。,純資産の部における「表示上の区分」の理由は何か？,4
21111,記述,純資産・包括利益,株主資本,資本剰余金を区分表示する考え方・理由,[1]では、[2]を構成するその他資本剰余金とそれ以外の[3]を区別する必要がある会社法の考え方を考慮しているためである。,企業会計基準,分配可能額,資本準備金,企業会計基準では、分配可能額を構成するその他資本剰余金とそれ以外の資本準備金を区別する必要がある会社法の考え方を考慮しているためである。,資本剰余金を区分表示する考え方・理由は何か？,4
21112,記述,純資産・包括利益,株主資本,自己株式処分差益を資本剰余金項目とする理由,自己株式の処分が[1]の発行と同様の[2]を有する点を考慮すると、その[3]も株主からの払い込み資本と同様の性格を有すると考えられるためである。,新株,経済的実態,処分差額,自己株式の処分が新株の発行と同様の経済的実態を有する点を考慮すると、その処分差額も株主からの払い込み資本と同様の性格を有すると考えられるためである。,自己株式処分差益を資本剰余金項目とする理由は何か？,4
21113,記述,純資産・包括利益,株主資本,自己株式処分差益をその他資本剰余金に計上する理由,[1]において自己株式処分差益は[2]を[3]するためである。,会社法,分配可能額,構成,会社法において自己株式処分差益は分配可能額を構成するためである。,自己株式処分差益をその他資本剰余金に計上する理由は何か？,4
21114,記述,純資産・包括利益,株主資本,利益剰余金を区分表示する考え方・理由,[1]では、[2]を構成するその他利益剰余金とそれ以外の利益剰余金を区別する必要がある[3]の考え方を考慮しているためである。,企業会計基準,分配可能額,会社法,企業会計基準では、分配可能額を構成するその他利益剰余金とそれ以外の利益剰余金を区別する必要がある会社法の考え方を考慮しているためである。,利益剰余金を区分表示する考え方・理由は何か？,4
21115,記述,純資産・包括利益,株主資本,自己株式処分差損を（利益剰余金ではなく）資本剰余金からの控除とする理由,自己株式の取得と処分を一連の取引とみた場合、[1]の[2]からの分配の性格を有すると考えられるが、自己株式の処分が新株の発行と同様の[3]を有する点を考慮すると、利益剰余金の額を増減させるべきでなく、処分差益と同じく処分差損についても、資本剰余金の額を減少することが適切であると考えられるためである。,純資産の部,株主資本,経済的実態,自己株式の取得と処分を一連の取引とみた場合、純資産の部の株主資本からの分配の性格を有すると考えられるが、自己株式の処分が新株の発行と同様の経済的実態を有する点を考慮すると、利益剰余金の額を増減させるべきでなく、処分差益と同じく処分差損についても、資本剰余金の額を減少することが適切であると考えられるためである。,自己株式処分差損を（利益剰余金ではなく）資本剰余金からの控除とする理由は何か？,4
21116,記述,純資産・包括利益,株主資本,自己株式処分差損を（資本準備金ではなく）その他資本剰余金からの控除とする理由,資本準備金からの[1]が[2]の[3]を受けるためである。,減額,会社法上,制約,資本準備金からの減額が会社法上の制約を受けるためである。,自己株式処分差損を（資本準備金ではなく）その他資本剰余金からの控除とする理由は何か？,4
21117,記述,純資産・包括利益,株主資本,自己株式に対する「資産説」,資産説とは、自己株式を取得したのみでは株式は失効しておらず、他の[1]と同様に[2]のある[3]と捉え、資産として扱う考え方をいう。,有価証券,換金性,会社財産,資産説とは、自己株式を取得したのみでは株式は失効しておらず、他の有価証券と同様に換金性のある会社財産と捉え、資産として扱う考え方をいう。,自己株式に対する「資産説」とは何か？,5
21118,記述,純資産・包括利益,株主資本,自己株式に対する「資本控除説」,資本控除説とは、自己株式の取得は株主との間の[1]であり、[2]に対する[3]の払い戻しの性格を有するものと捉え、資本の控除として扱う考え方をいう。,資本取引,会社所有者,会社財産,資本控除説とは、自己株式の取得は株主との間の資本取引であり、会社所有者に対する会社財産の払い戻しの性格を有するものと捉え、資本の控除として扱う考え方をいう。,自己株式に対する「資本控除説」とは何か？,5
21119,記述,純資産・包括利益,株主資本,自己株式を一括して株主資本全体の控除項目として表示する理由,[1]を[2]したのみでは[3]が減少するわけではなく、[2]後の処分もあり得る点に着目し、自己株式の保有は処分または消却までの暫定的な状態であると考えられるためである。,自己株主,取得,発行済株式総数,自己株主を取得したのみでは発行済株式総数が減少するわけではなく、取得後の処分もあり得る点に着目し、自己株式の保有は処分または消却までの暫定的な状態であると考えられるためである。,自己株式を一括して株主資本全体の控除項目として表示する理由は何か？,4
21120,記述,純資産・包括利益,株主資本,資本剰余金の区分内容（どのように区分するか）,[1]によれば、資本剰余金は[2]及びその他資本剰余金に区分される。,企業会計基準,資本準備金,,企業会計基準によれば、資本剰余金は資本準備金及びその他資本剰余金に区分される。,資本剰余金の区分内容（どのように区分するか）はどのようなものか？,4
21121,記述,純資産・包括利益,株主資本,利益剰余金の区分内容（どのように区分するか）,[1]によれば、利益剰余金は[2]及びその他利益剰余金に区分される。,企業会計基準,利益準備金,,企業会計基準によれば、利益剰余金は利益準備金及びその他利益剰余金に区分される。,利益剰余金の区分内容（どのように区分するか）はどのようなものか？,4
21301,記述,組織再編会計,事業分離基準,事業分離,事業分離とは、ある企業を[1]する事業を他の企業に[2]することをいう。,構成,移転,,事業分離とは、ある企業を構成する事業を他の企業に移転することをいう。,事業分離とは何か？,5
21302,記述,組織再編会計,事業分離基準,事業分離における基本的な考え方（移転損益の認識）,分離した事業に関する[1]が[2]しているとみるか清算されたとみるかによって、一般的な売却や交換に伴う損益認識と同様に、[3]において移転損益を認識されない場合と認識される場合がある。,投資,継続,分離元企業,分離した事業に関する投資が継続しているとみるか清算されたとみるかによって、一般的な売却や交換に伴う損益認識と同様に、分離元企業において移転損益を認識されない場合と認識される場合がある。,事業分離における基本的な考え方（移転損益の認識）はどのようなものか？,4
21401,記述,その他,ストックオプション基準,ストック・オプションが権利確定日以前に費用認識される根拠,[1]等に[2]されたストックオプションを[3]として、これと引き換えに企業に追加的にサービスが提供され、企業に帰属することとなったサービスを消費したと考えられるため、費用認識を行うべきである。,従業員,付与,対価,従業員等に付与されたストックオプションを対価として、これと引き換えに企業に追加的にサービスが提供され、企業に帰属することとなったサービスを消費したと考えられるため、費用認識を行うべきである。,ストック・オプションが権利確定日以前に費用認識される根拠は何か？,2
21402,記述,その他,ストックオプション基準,権利不行使による失効時に新株予約権戻入益として利益計上する論拠,ストックオプションが行使されないまま失効すれば、結果として[1]は[2]を[3]で引き渡す義務を免れることになり、無償で提供されたサービスを消費したと考えることができるためである。,会社,株式,時価未満,ストックオプションが行使されないまま失効すれば、結果として会社は株式を時価未満で引き渡す義務を免れることになり、無償で提供されたサービスを消費したと考えることができるためである。,権利不行使による失効時に新株予約権戻入益として利益計上する論拠は何か？,2
21501,記述,棚卸資産会計,棚卸資産基準,収益性が低下した棚卸資産の簿価切下げを行う理由,収益性が低下した場合における簿価切り下げは、[1]基準のもとで[2]を反映させるように、過大な[3]を減額し、将来に損失を繰り延べないために行われる会計処理である。,取得原価,回収可能性,帳簿価額,収益性が低下した場合における簿価切り下げは、取得原価基準のもとで回収可能性を反映させるように、過大な帳簿価額を減額し、将来に損失を繰り延べないために行われる会計処理である。,収益性が低下した棚卸資産の簿価切下げを行う理由は何か？,5
21502,記述,棚卸資産会計,棚卸資産基準,棚卸資産の評価において、正味売却価額との比較により収益性の低下を判断する理由,棚卸資産の場合には、[1]、[2]によってのみ[3]の回収を図る点に特徴があるためである。,通常,販売,資金,棚卸資産の場合には、通常、販売によってのみ資金の回収を図る点に特徴があるためである。,棚卸資産の評価において、正味売却価額との比較により収益性の低下を判断する理由は何か？,5
21503,記述,棚卸資産会計,棚卸資産基準,棚卸資産の評価における「時価」,時価とは、[1]な評[2]を言い、[3]に基づく[2]をいう。[3]が観察できない場合には合理的に算定された[2]を[1]な評[2]とする。,公正,価額,市場価格,時価とは、公正な評価額を言い、市場価格に基づく価額をいう。市場価格が観察できない場合には合理的に算定された価額を公正な評価額とする。,棚卸資産の評価における「時価」とは何か？,5
21504,記述,棚卸資産会計,棚卸資産基準,棚卸資産の評価における「再調達原価」,再調達原価とは、[1]の[2]に[3]に付随する費用を加算したものをいう。,購買市場,時価,購入,再調達原価とは、購買市場の時価に購入に付随する費用を加算したものをいう。,棚卸資産の評価における「再調達原価」とは何か？,5
21505,記述,棚卸資産会計,棚卸資産基準,トレーディング目的で保有する棚卸資産の評価及び評価差額の処理,トレーディング目的で保有する棚卸資産については、時価を持って[1]価額とし、[2]との差額は[3]として処理する,貸借対照表,帳簿価額,当期の損益,トレーディング目的で保有する棚卸資産については、時価を持って貸借対照表価額とし、帳簿価額との差額は当期の損益として処理する,トレーディング目的で保有する棚卸資産の評価及び評価差額の処理はどのように行うか？,5
